,Month,Billed Cost,Occupancy Pct,Energy Demand,Billed Usage,Property Area
55,February,20351,0.56,636,175800,237701
56,March,18126,0.56,486,164400,237701
57,April,18316,0.56,462,157800,237701
58,May,17189,0.56,456,148200,237701
59,June,18895,0.56,456,166800,237701
60,July,21958,0.56,498,190800,237701
61,August,20965,0.56,492,184200,237701
62,September,14233,0.6,456,165000,237701
63,October,18761,0.6,498,157800,237701
64,November,20649,0.6,498,176400,237701
65,December,21490,0.6,630,184800,237701
66,January,27680,0.6,630,272400,237701
67,February,22951,0.6,654,203100,237701
68,March,23604,0.63,660,198900,237701
69,April,18684,0.63,558,154200,237701
70,May,19332,0.63,474,165600,237701
71,June,20013,0.63,510,162600,237701
72,July,18235,0.63,486,198000,237701
73,August,21100,0.63,486,190200,237701
74,September,21082,0.63,486,181800,237701
75,October,18386,0.61,474,151800,237701
76,November,20883,0.61,540,170400,237701
77,December,22253,0.63,630,190200,237701
78,January,24059,0.62,714,217800,237701
79,February,22323,0.62,594,196200,237701
80,March,18801,0.62,618,270239,237701
81,April,20013,0.62,630,280439,237701
82,May,18506,0.62,446,154093,237701
83,June,17057,0.62,477,156309,237701
12,January,11536,0.65,320,94800,73622
13,February,10588,0.65,345,85700,73622
14,March,9612,0.65,291,79600,73622
15,April,9833,0.65,269,82300,73622
16,May,10502,0.65,290,84100,73622
17,June,11054,0.65,311,88400,73622
18,July,10585,0.65,306,84349,73622
19,August,8847,0.65,237,73427,73622
20,September,8579,0.65,288,66658,73622
21,October,7890,0.65,0,61265,73622
22,November,9086,0.65,295,71060,73622
23,December,11593,0.65,348,91724,73622
24,January,27720,0.64,394,102365,73622
25,February,17753,0.64,358,92010,73622
26,March,11399,0.64,331,76043,73622
27,April,9558,0.65,298,72806,73622
28,May,8714,0.65,236,69771,73622
29,June,9574,0.67,276,76959,73622
30,July,9070,0.61,286,72890,73622
31,August,8666,0.67,278,69182,73622
32,September,8407,0.67,218,67723,73622
33,October,8139,0.66,267,63428,73622
34,November,9601,0.66,310,75263,73622
35,December,12040,0.66,316,95746,73622
48,January,13748,0.8,332,119120,73622
49,February,14280,0.8,313,122368,73622
50,March,11675,0.8,269,99903,73622
51,April,9602,0.8,242,80332,73622
52,May,10548,0.83,248,86273,73622
53,June,10656,0.83,298,84324,73622
54,July,11633,0.83,382,90679,73622
60,January,11931,0.79,310,106650,73622
61,February,9217,0.79,286,82594,73622
62,March,9928,0.79,299,87257,73622
63,April,7700,0.79,235,69268,73622
64,May,8946,0.79,271,80426,73622
65,June,9830,0.79,332,86840,73622
66,July,10044,0.79,313,88313,73622
67,August,9917,0.79,294,90250,73622
68,September,8578,0.79,279,71470,73622
69,October,7945,0.79,289,66155,73622
70,November,10623,0.79,246,98374,73622
71,December,16694,0.79,340,137678,73622
72,January,17520,0.79,323,122708,73622
73,February,9927,0.79,304,99069,73622
74,March,11552,0.79,286,103341,73622
75,April,9179,0.79,272,76832,73622
76,May,9773,0.79,229,77374,73622
77,June,10367,0.79,286,91199,73622
78,July,10041,0.79,296,87469,73622
79,August,10559,0.79,294,91888,73622
80,September,9623,0.79,279,79550,73622
81,October,9682,0.79,251,84644,73622
82,November,13915,0.79,300,125178,73622
83,December,11998,0.79,308,117263,73622
84,January,14744,0.79,319,140904,73622
85,February,12082,0.87,313,122212,73622
86,March,10730,0.87,309,99705,73622
87,April,8467,0.87,231,76535,73622
88,May,10151,0.87,269,96620,73622
89,June,9488,1.0,289,99534,73622
12,January,3414,1.0,70,27900,118008
13,February,3338,1.0,46,27200,118008
14,March,3383,1.0,69,28300,118008
15,April,2814,1.0,63,23128,118008
16,May,2734,1.0,61,21417,118008
17,June,2793,1.0,64,21849,118008
18,July,2669,1.0,65,20709,118008
19,August,3129,1.0,67,25802,118008
20,September,2893,1.0,69,22621,118008
21,October,58390,1.0,868,488386,118008
22,November,64812,1.0,883,531826,118008
23,December,66977,1.0,889,583560,118008
24,January,62545,1.0,885,517936,118008
25,February,63296,1.0,876,492063,118008
26,March,78758,1.0,869,554725,118008
27,April,55064,1.0,896,520646,118008
28,May,17985,1.0,893,526222,118008
29,June,70507,1.0,922,570440,118008
30,July,66087,1.0,897,531363,118008
31,August,63218,1.0,867,530558,118008
32,September,45742,1.0,811,475716,118008
33,October,44099,1.0,807,471702,118008
34,November,44647,1.0,809,470396,118008
35,December,42756,1.0,826,536981,118008
48,January,16839,1.0,765,475306,118008
49,February,24223,0.74,858,545982,118008
50,March,21140,0.74,847,526731,118008
51,April,20754,0.74,867,499998,118008
52,May,22845,0.74,897,565190,118008
53,June,19730,0.74,904,497374,118008
54,July,23984,0.74,975,585732,118008
55,August,20466,1.0,975,547311,118008
56,September,19595,1.0,900,500120,118008
57,October,48454,1.0,898,538239,118008
58,November,48389,1.0,906,534777,118008
59,December,53229,1.0,922,574297,118008
60,January,47902,1.0,876,545311,118008
61,February,45215,1.0,891,527208,118008
62,March,46142,1.0,868,533244,118008
63,April,42079,1.0,893,517323,118008
64,May,47092,1.0,944,605316,118008
65,June,44573,1.0,929,519009,118008
66,July,47286,1.0,945,554335,118008
67,August,48157,1.0,940,569803,118008
68,September,48325,1.0,907,535886,118008
69,October,45602,1.0,862,535504,118008
70,November,45970,1.0,893,542524,118008
71,December,75375,1.0,984,654657,118008
72,January,47454,1.0,966,553247,118008
73,February,46226,1.0,971,563416,118008
74,March,50417,1.0,977,592164,118008
75,April,50767,1.0,993,617848,118008
76,May,42040,1.0,1003,638542,118008
77,June,52420,1.0,1028,642334,118008
78,July,48804,1.0,999,577286,118008
79,August,49530,1.0,975,592928,118008
80,September,48021,1.0,963,568216,118008
81,October,48433,1.0,940,587620,118008
82,November,51493,1.0,891,580542,118008
83,December,48218,1.0,919,597699,118008
84,January,49899,1.0,928,575650,118008
85,February,45555,1.0,883,528454,118008
86,March,46237,1.0,923,526723,118008
87,April,49490,1.0,962,596852,118008
88,May,50667,1.0,970,630764,118008
89,June,20495,1.0,961,623991,118008
6,January,1537,0.0,59,15557,17287
7,February,1553,0.0,80,15180,17287
8,March,1393,0.36,57,14151,17287
9,April,1272,0.36,45,12549,17287
10,May,1167,0.36,43,11346,17287
11,June,1150,0.36,37,11459,17287
12,July,1422,0.36,43,13688,17287
13,August,1278,0.36,40,12019,17287
14,September,1256,0.36,43,11488,17287
15,October,1163,0.36,37,10722,17287
16,November,1087,0.36,44,10461,17287
17,December,1662,0.36,56,16590,17287
18,January,2059,0.36,79,21016,17287
19,February,1465,0.36,59,15107,17287
20,March,1699,0.36,65,17124,17287
21,April,976,0.36,39,9764,17287
22,May,1066,0.36,45,9767,17287
23,June,1468,0.36,70,12421,17287
24,July,1347,0.36,51,11991,17287
25,August,1160,0.36,46,10078,17287
26,September,1575,0.36,54,13384,17287
27,October,917,0.36,32,8411,17287
28,November,1386,0.36,54,12664,17287
29,December,1639,0.36,58,15347,17287
42,January,1873,0.61,75,18335,17287
43,February,1847,0.61,96,16406,17287
44,March,1483,0.61,66,12841,17287
45,April,1223,0.61,56,10882,17287
46,May,757,0.61,62,6236,17287
47,June,1548,0.61,42,15896,17287
48,July,1486,0.61,49,14399,17287
49,August,1230,0.61,46,11815,17287
50,September,1383,0.61,46,12832,17287
51,October,939,0.61,36,9489,17287
52,November,1693,0.61,74,15095,17287
53,December,2090,0.61,71,20908,17287
54,January,1754,0.61,66,18464,17287
55,February,1473,0.61,63,14877,17287
56,March,1849,0.61,87,16647,17287
57,April,1416,0.76,51,14662,17287
58,May,1414,0.76,56,14334,17287
59,June,1465,0.76,52,14234,17287
60,July,1965,1.0,64,18149,17287
61,August,1587,1.0,61,15370,17287
62,September,1611,1.0,63,14414,17287
63,October,1497,1.0,63,13453,17287
64,November,1842,1.0,69,17679,17287
65,December,1979,1.0,78,19752,17287
66,January,2640,1.0,95,27183,17287
67,February,2262,1.0,79,22551,17287
68,March,1731,1.0,63,17925,17287
69,April,1791,1.0,67,17398,17287
70,May,1854,1.0,63,17470,17287
71,June,1812,1.0,73,15900,17287
72,July,1616,1.0,70,18014,17287
73,August,1879,1.0,66,17169,17287
74,September,2099,1.0,66,18649,17287
75,October,1577,1.0,68,14069,17287
76,November,2171,1.0,69,22967,17287
77,December,2447,1.0,79,25475,17287
78,January,2055,1.0,84,23416,17287
79,February,2380,1.0,92,23459,17287
80,March,2128,1.0,76,21618,17287
81,April,1835,1.0,74,16920,17287
82,May,1071,1.0,73,14499,17287
83,June,1915,1.0,69,17234,17287
6,January,2860,1.0,105,31200,25606
7,February,3014,1.0,150,29440,25606
8,March,2879,1.0,135,28560,25606
9,April,2687,1.0,101,27120,25606
10,May,2229,1.0,84,23760,25606
11,June,2616,1.0,95,26800,25606
12,July,3236,1.0,114,31440,25606
13,August,2665,1.0,88,27440,25606
14,September,2707,1.0,94,28320,25606
15,October,2655,1.0,81,29360,25606
16,November,2778,1.0,122,26480,25606
17,December,3568,1.0,140,34880,25606
18,January,3897,1.0,163,39120,25606
19,February,2965,1.0,127,31120,25606
20,March,3315,1.0,140,32320,25606
21,April,2354,1.0,98,24800,25606
22,May,2447,1.0,89,27440,25606
23,June,3256,1.0,106,34640,25606
24,July,3258,1.0,107,34160,25606
25,August,3018,1.0,97,32480,25606
26,September,3449,1.0,98,34960,25606
27,October,2383,1.0,81,25920,25606
28,November,2635,1.0,90,26720,25606
29,December,3043,1.0,88,31840,25606
42,January,3803,0.89,155,34960,25606
43,February,2673,1.0,133,26160,25606
44,March,2754,1.0,110,26400,25606
45,April,2242,1.0,97,21760,25606
46,May,2055,1.0,72,22480,25606
47,June,2759,1.0,78,29840,25606
48,July,2814,1.0,87,32080,25606
49,August,2405,0.89,84,28240,25606
50,September,2822,0.89,84,31680,25606
51,October,1911,0.89,68,23200,25606
52,November,2935,0.89,114,28720,25606
53,December,3328,0.89,111,34880,25606
54,January,2926,1.0,116,31520,25606
55,February,2695,1.0,125,27600,25606
56,March,2640,1.0,102,28240,25606
57,April,2461,1.0,81,28640,25606
58,May,2298,1.0,78,26400,25606
59,June,2371,1.0,84,26240,25606
60,July,3099,1.0,95,32080,25606
61,August,1651,1.0,81,26000,25606
62,September,2474,1.0,75,26480,25606
63,October,2167,1.0,66,24400,25606
64,November,2582,1.0,80,25760,25606
65,December,2813,1.0,80,30480,25606
66,January,4163,1.0,80,46640,25606
67,February,3545,0.89,80,37920,25606
68,March,2730,0.89,80,30080,25606
69,April,2429,0.89,80,26240,25606
70,May,2439,0.89,73,26160,25606
71,June,2179,0.89,72,23360,25606
72,July,1954,0.89,80,28080,25606
73,August,2511,0.89,80,26480,25606
74,September,2982,0.89,80,30320,25606
75,October,1923,0.89,72,19200,25606
76,November,2725,0.89,80,27200,25606
77,December,3491,0.89,80,35200,25606
78,January,2799,0.88,124,31920,25606
79,February,3368,0.88,131,32720,25606
80,March,2787,0.88,110,26720,25606
81,April,2383,0.88,80,22880,25606
82,May,1312,0.88,70,21680,25606
83,June,2329,0.88,78,23760,25606
6,January,3638,1.0,72,29960,116316
7,February,3690,1.0,68,30560,116316
8,March,3545,1.0,63,30080,116316
9,April,2390,1.0,76,18774,116316
10,May,2173,1.0,61,16406,116316
11,June,3155,1.0,65,25159,116316
12,July,2553,1.0,49,20176,116316
13,August,2992,1.0,58,24851,116316
14,September,4738,1.0,58,39252,116316
15,October,11353,1.0,219,87369,116316
16,November,11424,1.0,314,85538,116316
17,December,11277,1.0,285,84036,116316
18,January,9558,1.0,285,71136,116316
19,February,9092,1.0,305,61399,116316
20,March,10157,1.0,305,67236,116316
21,April,8347,1.0,290,53714,116316
22,May,6803,1.0,165,48492,116316
23,June,8215,1.0,200,60034,116316
24,July,8673,1.0,194,64181,116316
25,August,9615,1.0,197,75231,116316
26,September,8759,1.0,195,71586,116316
27,October,8639,1.0,290,69845,116316
28,November,10616,1.0,309,79632,116316
29,December,15373,1.0,277,110626,116316
42,January,9542,1.0,410,77947,116316
43,February,9344,1.0,295,78770,116316
44,March,8254,1.0,236,70764,116316
45,April,7529,1.0,195,64530,116316
46,May,7442,0.74,109,64490,116316
47,June,8678,0.74,217,72393,116316
48,July,9836,0.89,233,83149,116316
49,August,9332,1.0,234,79434,116316
50,September,7582,1.0,209,62434,116316
51,October,7767,1.0,208,63110,116316
52,November,7843,1.0,255,61458,116316
53,December,9304,1.0,268,76466,116316
54,January,8907,1.0,239,74093,116316
55,February,8926,1.0,263,73977,116316
56,March,8922,1.0,240,75158,116316
57,April,8146,1.0,246,68607,116316
58,May,9476,1.0,228,82311,116316
59,June,8552,1.0,229,72765,116316
60,July,8458,1.0,217,72362,116316
61,August,8274,1.0,216,70613,116316
62,September,8055,1.0,207,67345,116316
63,October,7780,1.0,191,64186,116316
64,November,7392,1.0,193,61494,116316
65,December,9096,1.0,239,76276,116316
66,January,7396,1.0,234,67789,116316
67,February,6894,1.0,211,64486,116316
68,March,13098,0.78,553,111735,116316
69,April,11102,0.78,459,96636,116316
70,May,11283,0.78,361,101296,116316
71,June,12812,0.64,365,116740,116316
72,July,12718,0.64,402,107755,116316
73,August,13157,0.64,399,114700,116316
74,September,12298,0.64,378,105074,116316
75,October,13899,0.64,651,107825,116316
76,November,17259,0.64,706,133321,116316
77,December,16540,0.64,745,117438,116316
78,January,18531,0.64,820,131108,116316
79,February,15749,0.64,698,118083,116316
80,March,10885,0.64,414,87916,116316
81,April,12201,0.64,424,97748,116316
82,May,12085,0.64,353,103291,116316
83,June,12163,0.68,390,109897,116316
12,January,1236,0.61,0,8400,54235
13,February,17078,0.61,408,144000,54235
14,March,8505,0.61,0,69300,54235
15,April,8015,0.61,0,60900,54235
16,May,7632,0.61,0,71100,54235
17,June,7256,0.61,195,57900,54235
18,July,8567,0.61,231,68700,54235
19,August,9290,0.61,291,73500,54235
20,September,8711,0.61,219,73200,54235
21,October,9789,0.61,207,80400,54235
22,November,5906,0.61,399,39900,54235
23,December,8614,0.61,263,62700,54235
24,January,10465,0.61,774,69000,54235
25,February,14513,0.61,852,64500,54235
26,March,14728,0.61,462,69600,54235
27,April,11860,0.61,852,75600,54235
28,May,14664,0.61,978,95400,54235
29,June,10943,0.61,1047,65400,54235
30,July,8798,0.61,240,71100,54235
31,August,7726,0.61,291,60300,54235
32,September,26258,0.61,3924,116700,54235
33,October,7438,0.61,177,60000,54235
34,November,2665,0.61,295,61793,54235
35,December,10480,0.61,302,82649,54235
48,January,11090,1.0,335,94047,54235
49,February,10204,1.0,307,85701,54235
50,March,9508,1.0,315,77039,54235
51,April,9134,1.0,276,75407,54235
52,May,7306,1.0,189,60638,54235
53,June,11039,1.0,232,90365,54235
54,July,10787,1.0,261,87796,54235
55,August,10804,1.0,256,88088,54235
56,September,10512,1.0,235,87169,54235
57,October,8057,1.0,209,64465,54235
58,November,8290,1.0,268,63381,54235
59,December,10934,1.0,284,86670,54235
60,January,10284,1.0,301,81382,54235
61,February,8798,1.0,259,72258,54235
62,March,8636,1.0,233,72743,54235
63,April,8518,1.0,211,72373,54235
64,May,7902,1.0,223,67489,54235
65,June,9764,1.0,228,85372,54235
66,July,9345,1.0,240,80918,54235
67,August,8590,1.0,236,73554,54235
68,September,9129,1.0,221,79384,54235
69,October,7487,1.0,206,62182,54235
70,November,7763,1.0,234,63799,54235
71,December,9206,1.0,267,77327,54235
72,January,12592,1.0,313,108978,54235
73,February,8796,1.0,301,81302,54235
74,March,8518,1.0,376,76519,54235
75,April,7352,1.0,258,68299,54235
76,May,6622,1.0,223,63340,54235
77,June,7847,1.0,219,75199,54235
78,July,8228,1.0,232,79240,54235
79,August,8050,1.0,227,74950,54235
80,September,8333,1.0,255,78877,54235
81,October,6968,1.0,209,64802,54235
82,November,8289,1.0,264,76290,54235
83,December,8253,1.0,276,74857,54235
84,January,8501,1.0,267,79091,54235
85,February,8909,1.0,269,82584,54235
86,March,7753,1.0,294,70062,54235
87,April,6968,1.0,244,62383,54235
88,May,6659,1.0,189,61463,54235
89,June,8423,1.0,206,82443,54235
35,June,76353,0.93,1284,688800,149661
36,July,74009,0.93,1368,633600,149661
37,August,65427,0.93,137,675600,149661
38,September,75468,0.93,1404,655200,149661
39,October,48800,0.9,1200,507600,149661
40,November,48248,0.87,1104,516000,149661
41,December,47447,0.87,1008,524400,149661
42,January,57273,0.87,936,541200,149661
43,February,63425,0.87,1092,597600,149661
44,March,67836,0.87,1128,626400,149661
45,April,58524,0.87,1068,526800,149661
46,May,63790,0.87,1164,561600,149661
47,June,60971,0.95,1212,512400,149661
48,July,69636,0.95,1308,601200,149661
49,August,78199,0.95,1296,669600,149661
50,September,58791,0.95,1200,496800,149661
51,October,53436,0.95,1080,468000,149661
52,November,60315,0.95,984,571200,149661
53,December,39664,0.95,876,385200,149661
54,January,65153,0.95,900,597600,149661
55,February,50178,0.95,892,445200,149661
56,March,56695,0.95,968,510000,149661
57,April,52770,0.95,1019,452400,149661
58,May,57372,0.86,988,493200,149661
59,June,60775,0.86,1134,536400,149661
60,July,57748,0.86,1172,484800,149661
61,August,56316,0.86,1013,488400,149661
62,September,47770,0.86,941,412800,149661
63,October,58153,0.86,1034,506400,149661
64,November,41089,0.86,769,318000,149661
65,December,54607,0.86,722,474000,149661
66,January,54981,0.86,731,472800,149661
67,February,50463,0.86,806,405600,149661
68,March,47444,0.86,742,385200,149661
69,April,49220,0.86,726,399600,149661
70,May,59796,0.86,856,489600,149661
71,June,53100,0.86,953,402000,149661
72,July,54945,0.86,1038,424800,149661
73,August,65171,0.86,995,513600,149661
74,September,50507,0.86,1018,379200,149661
75,October,58640,0.86,1050,451200,149661
76,November,46357,0.86,712,378000,149661
77,December,48629,0.9,700,396000,149661
78,January,52983,0.9,698,441600,149661
79,February,47871,0.9,732,379200,149661
80,March,45051,0.9,696,350400,149661
81,April,44934,0.9,738,343200,149661
82,May,51661,0.9,844,392400,149661
83,June,45861,0.9,811,331200,149661
84,July,55644,0.9,870,414000,149661
85,August,44445,0.9,911,288000,149661
86,September,46227,0.78,842,322800,149661
87,October,44243,0.78,635,322800,149661
17,December,3204,0.21,83,23202,48666
18,January,4064,0.21,54,28333,48666
19,February,3638,0.21,63,24763,48666
20,March,3850,0.21,65,26434,48666
21,April,2944,0.21,41,21813,48666
22,May,2216,0.21,30,15928,48666
24,July,4752,0.21,96,35359,48666
25,August,6870,1.0,141,53025,48666
26,September,6138,1.0,137,49798,48666
27,October,5121,1.0,106,45228,48666
28,November,5291,1.0,99,44431,48666
12,January,15398,1.0,464,122050,86937
13,February,15856,1.0,337,124800,86937
14,March,17409,1.0,356,145800,86937
15,April,19088,1.0,299,120413,86937
16,May,17620,1.0,348,143730,86937
17,June,17290,1.0,351,140429,86937
18,July,15152,1.0,350,121555,86937
19,August,16269,1.0,323,135938,86937
20,September,13352,1.0,295,105897,86937
21,October,13335,1.0,289,105641,86937
22,November,16501,1.0,332,132416,86937
23,December,17428,1.0,359,139398,86937
24,January,16487,1.0,390,140557,86937
25,February,14619,1.0,385,122543,86937
26,March,15899,1.0,358,133835,86937
27,April,13921,1.0,308,117809,86937
28,May,14892,1.0,308,125911,86937
29,June,16486,1.0,333,140265,86937
30,July,15592,1.0,326,133089,86937
31,August,15982,1.0,333,136476,86937
32,September,14453,1.0,314,120159,86937
33,October,13712,1.0,297,113845,86937
34,November,14572,1.0,356,119694,86937
35,December,17336,1.0,455,137872,86937
48,January,14706,1.0,211,123463,86937
49,February,14058,1.0,176,118255,86937
50,March,13732,1.0,167,117091,86937
51,April,12957,1.0,153,109818,86937
52,May,15103,1.0,173,125873,86937
53,June,14527,1.0,171,118227,86937
54,July,16117,1.0,182,131534,86937
55,August,15283,1.0,170,127466,86937
56,September,13192,1.0,157,108542,86937
57,October,13354,1.0,160,107499,86937
58,November,13882,1.0,171,110478,86937
59,December,15737,1.0,275,123611,86937
60,January,13228,0.88,184,107700,86937
61,February,12257,0.88,322,99761,86937
62,March,12761,0.88,207,103445,86937
63,April,11278,0.88,149,95193,86937
64,May,14125,0.88,189,119836,86937
65,June,13137,0.88,323,110054,86937
66,July,13693,0.88,300,116776,86937
67,August,13980,0.88,297,119922,86937
68,September,12642,0.88,290,104848,86937
69,October,12416,0.88,164,100471,86937
70,November,13284,0.88,398,107167,86937
71,December,18105,0.88,497,149740,86937
72,January,12019,0.88,360,109023,86937
73,February,11167,0.88,322,103287,86937
74,March,11326,0.88,305,105520,86937
75,April,10568,0.88,165,100825,86937
76,May,11368,0.88,259,108119,86937
77,June,12217,0.88,315,114992,86937
78,July,11583,1.0,299,106357,86937
79,August,11534,1.0,313,111886,86937
80,September,11024,1.0,302,101394,86937
81,October,11107,1.0,149,97093,86937
82,November,12536,1.0,415,110282,86937
83,December,12215,1.0,402,108271,86937
84,January,13294,1.0,466,116591,86937
85,February,11332,1.0,199,101183,86937
86,March,10137,1.0,287,90323,86937
87,April,10177,1.0,244,92617,86937
88,May,10837,1.0,151,101119,86937
89,June,11525,1.0,152,110197,86937
35,June,65585,0.94,2137,662020,326312
36,July,68366,0.94,2197,684880,326312
37,August,67562,0.94,2016,701660,326312
38,September,65750,0.94,2076,654560,326312
39,October,54718,0.95,1724,557680,326312
40,November,58386,0.96,1615,609260,326312
41,December,61419,0.95,1938,607500,326312
42,January,77151,0.91,2265,755740,326312
43,February,65428,0.91,2128,674834,326312
44,March,54086,0.76,1790,577112,326312
45,April,57172,0.77,1804,542662,326312
46,May,53555,0.78,1566,502009,326312
47,June,58651,0.78,1044,596658,326312
48,July,64528,0.78,1899,702458,326312
49,August,59887,0.78,1931,679355,326312
50,September,55132,0.78,1697,629441,326312
51,October,48490,0.78,1503,535032,326312
52,November,55336,0.78,1700,574955,326312
53,December,59698,0.84,1828,705533,326312
54,January,67622,0.84,1867,781017,326312
55,February,56127,0.84,1860,629084,326312
56,March,58273,0.84,1953,640677,326312
57,April,53520,0.84,1568,602462,326312
58,May,51081,0.84,1736,533354,326312
59,June,56192,0.84,1830,594001,326312
60,July,58388,0.84,1779,569457,326312
61,August,47358,0.46,1478,495082,326312
62,September,45384,0.46,1408,445368,326312
63,October,48107,0.46,1433,468783,326312
64,November,52669,0.46,1717,490781,326312
65,December,54434,0.46,1660,569029,326312
66,January,75014,0.57,1890,928827,326312
67,February,58813,0.57,1721,691875,326312
68,March,54360,0.57,1656,600357,326312
69,April,53566,0.57,1634,548041,326312
70,May,45648,0.61,1416,470814,326312
71,June,47933,0.63,1469,485408,326312
72,July,42245,0.63,1581,581397,326312
73,August,52579,0.67,1578,559550,326312
74,September,53607,0.67,1585,555926,326312
75,October,47793,0.58,1383,486891,326312
76,November,51785,0.58,1703,514672,326312
77,December,59015,0.66,1890,616767,326312
78,January,64086,0.7,1838,761512,326312
79,February,59515,0.7,1782,658657,326312
80,March,60525,0.7,1617,674447,326312
81,April,48051,0.7,1378,520629,326312
82,May,46558,0.74,1474,495201,326312
83,June,39646,0.73,1469,543115,326312
84,July,51689,0.73,1535,611319,326312
85,August,50568,0.73,1529,594848,326312
86,September,52892,0.74,1445,592539,326312
87,October,39483,0.74,1234,425080,326312
55,February,5184,0.79,516,59760,134419
56,March,15451,0.79,430,165840,134419
57,April,12870,0.79,346,140880,134419
58,May,13508,0.79,360,148800,134419
59,June,14740,0.79,389,163440,134419
60,July,14170,0.79,377,156240,134419
61,August,14999,0.79,422,159600,134419
62,September,14410,0.79,406,153120,134419
63,October,13960,0.79,394,148080,134419
64,November,11613,0.79,319,125040,134419
65,December,10931,0.79,314,114000,134419
66,January,12399,0.79,391,119040,134419
67,February,11240,0.79,331,120720,134419
68,March,11551,0.9,360,126240,134419
69,April,11374,0.9,338,127920,134419
70,May,12759,0.9,432,132000,134419
71,June,13202,0.9,379,151440,134419
72,July,12395,0.9,360,142560,134419
73,August,13107,0.9,358,162960,134419
74,September,11996,0.9,374,132480,134419
75,October,12188,0.9,346,142080,134419
76,November,11860,0.9,329,139920,134419
77,December,12645,0.9,413,135600,134419
78,January,13392,1.0,439,137760,134419
79,February,12774,1.0,454,123120,134419
80,March,12700,1.0,410,131520,134419
81,April,12336,1.0,350,138720,134419
82,May,12500,1.0,346,142560,134419
83,June,14029,1.0,372,163680,134419
84,July,13444,1.0,379,151680,134419
85,August,14143,1.0,401,162000,134419
86,September,13553,1.0,389,154080,134419
87,October,13677,1.0,408,151920,134419
54,January,27696,0.71,656,291427,219273
55,February,24376,0.71,629,278261,219273
56,March,25019,0.71,626,263390,219273
57,April,24993,0.71,600,250051,219273
58,May,27991,0.71,648,273438,219273
59,June,30262,0.71,682,264483,219273
60,July,31455,0.71,680,286999,219273
61,August,26671,0.71,623,244212,219273
62,September,26856,0.71,637,242491,219273
63,October,22492,0.71,577,242465,219273
64,November,26584,0.71,590,280801,219273
65,December,29286,0.71,614,328896,219273
66,January,26596,0.71,597,274220,219273
67,February,26725,0.71,602,275363,219273
68,March,24540,0.71,588,253019,219273
69,April,25925,0.71,639,257682,219273
70,May,28257,0.71,670,263201,219273
71,June,30206,0.71,644,259530,219273
72,July,30749,0.71,664,269384,219273
73,August,28614,0.71,616,264092,219273
74,September,26928,0.71,574,232902,219273
75,October,23764,0.71,571,231239,219273
76,November,26064,0.71,584,266590,219273
77,December,28061,0.71,609,283410,219273
78,January,26323,0.71,592,267673,219273
79,February,25829,0.71,650,265067,219273
80,March,23970,0.71,542,237397,219273
81,April,22875,0.71,564,212238,219273
82,May,11519,0.71,589,225734,219273
83,June,27313,0.71,583,250225,219273
84,July,28700,0.71,669,233978,219273
85,August,25568,0.7,1655,224851,219273
86,September,27243,0.7,630,251255,219273
6,January,12916,0.51,418,119933,71116
7,February,12918,0.51,385,123047,71116
8,March,9564,0.51,290,90498,71116
9,April,7245,0.51,290,63267,71116
10,May,4991,0.51,206,42803,71116
11,June,4345,0.51,175,37382,71116
12,July,6063,0.51,308,48338,71116
13,August,5862,0.51,293,46992,71116
14,September,5417,0.51,245,45120,71116
15,October,4456,0.51,191,37565,71116
16,November,5764,0.47,238,49549,71116
17,December,8276,0.47,440,64858,71116
18,January,9743,0.47,452,81067,71116
19,February,10178,0.47,487,83764,71116
20,March,7119,0.69,266,63425,71116
21,April,8580,0.69,327,70449,71116
22,May,8689,0.69,282,74427,71116
23,June,10041,0.69,271,90362,71116
24,July,8432,0.69,225,75969,71116
25,August,7133,0.69,221,61554,71116
26,September,7104,0.7,241,60006,71116
27,October,6733,0.7,207,58128,71116
28,November,8222,0.7,367,63949,71116
29,December,9047,0.7,385,71373,71116
42,January,11438,1.0,493,96430,71116
43,February,13269,1.0,489,117665,71116
44,March,9637,1.0,420,80712,71116
45,April,8891,1.0,383,74903,71116
46,May,8881,1.0,327,78592,71116
47,June,7620,1.0,270,68143,71116
48,July,8032,1.0,236,75555,71116
49,August,8523,1.0,270,78506,71116
50,September,8435,1.0,250,79214,71116
51,October,8229,1.0,226,79062,71116
52,November,8145,1.0,436,62530,71116
53,December,10121,1.0,472,82729,71116
54,January,11357,0.65,417,96125,71116
55,February,10231,0.65,391,85446,71116
56,March,8985,0.66,446,68807,71116
57,April,8665,0.66,406,67857,71116
58,May,7439,0.66,265,63389,71116
59,June,8122,0.66,233,71692,71116
60,July,8617,0.66,253,76056,71116
61,August,8509,0.66,242,75492,71116
62,September,7398,0.66,222,64692,71116
63,October,7337,0.66,233,63987,71116
64,November,8517,0.66,305,72631,71116
65,December,9886,0.66,400,81594,71116
66,January,14034,0.66,455,121631,71116
67,February,10832,0.68,426,88914,71116
68,March,9009,0.68,380,72144,71116
69,April,8936,0.68,377,71537,71116
70,May,7956,0.67,325,64211,71116
71,June,7450,0.67,236,63294,71116
72,July,7962,0.67,255,68672,71116
73,August,7617,0.67,228,65395,71116
74,September,7843,0.67,248,66615,71116
75,October,6749,0.68,219,57574,71116
76,November,8236,0.68,366,64708,71116
77,December,9459,0.68,383,76811,71116
78,January,10911,0.68,498,80854,71116
